indice_tiempo,agricultura_ganaderia_caza_silvicultura,pesca,explotacion_minas_canteras,industrias_manufactureras,suministro_electricidad_gas_agua,construccion,comercio_reparaciones,hoteles_restaurantes,transporte_almacenamiento_comunicaciones,intermediacion_financiera,actividades_inmobiliarias_empresariales_alquiler,ensenianza,servicios_sociales_salud,otras_actividades_servicios_comunitarias_soc_personales,total
2008-08-01,1525.0,5649.0,8211.0,3066.0,4934.0,2199.0,2139.0,1750.0,3291.0,4347.0,2203.0,1644.0,2447.0,2340.0,2548.0
2008-09-01,1600.0,4884.0,8071.0,3137.0,4991.0,2257.0,2193.0,1773.0,3399.0,4345.0,2247.0,1691.0,2507.0,2397.0,2602.0
2008-10-01,1554.0,5373.0,8377.0,3185.0,5135.0,2291.0,2223.0,1798.0,3451.0,4510.0,2280.0,1856.0,2594.0,2452.0,2651.0
2008-11-01,1548.0,5065.0,8561.0,3189.0,5250.0,2315.0,2247.0,1807.0,3506.0,4625.0,2310.0,1810.0,2599.0,2466.0,2680.0
2008-12-01,1574.0,5428.0,8523.0,3223.0,5340.0,2358.0,2277.0,1861.0,3572.0,4808.0,2358.0,1832.0,2649.0,2536.0,2728.0
2009-01-01,1590.0,5633.0,8210.0,3217.0,5473.0,2344.0,2290.0,1848.0,3638.0,4918.0,2392.0,1868.0,2645.0,2560.0,2743.0
2009-02-01,1644.0,5508.0,8890.0,3269.0,5526.0,2413.0,2346.0,1898.0,3687.0,5026.0,2413.0,1901.0,2720.0,2593.0,2792.0
2009-03-01,1636.0,5421.0,8632.0,3269.0,5539.0,2373.0,2363.0,1875.0,3744.0,4659.0,2433.0,1823.0,2727.0,2564.0,2777.0
2009-04-01,1658.0,6213.0,8737.0,3343.0,5613.0,2408.0,2438.0,1870.0,3846.0,4902.0,2468.0,1908.0,2824.0,2643.0,2847.0
2009-05-01,1665.0,6410.0,8691.0,3336.0,5532.0,2336.0,2471.0,1869.0,3852.0,5190.0,2506.0,1925.0,2843.0,2694.0,2877.0
2009-06-01,1712.0,5532.0,8837.0,3451.0,5820.0,2503.0,2484.0,1930.0,3954.0,5823.0,2536.0,1960.0,2940.0,2733.0,2941.0
2009-07-01,1708.0,4853.0,9811.0,3498.0,5879.0,2503.0,2496.0,1965.0,3953.0,5261.0,2517.0,1970.0,2891.0,2770.0,2954.0
2009-08-01,1694.0,6304.0,9323.0,3579.0,6431.0,2513.0,2542.0,1986.0,4048.0,5442.0,2628.0,1986.0,2972.0,2804.0,3018.0
2009-09-01,1690.0,6808.0,10609.0,3659.0,6125.0,2572.0,2548.0,2005.0,4139.0,5533.0,2639.0,2002.0,3043.0,2817.0,3065.0
2009-10-01,1673.0,6306.0,10262.0,3745.0,6226.0,2649.0,2575.0,2048.0,4182.0,5631.0,2670.0,2017.0,3092.0,2843.0,3103.0
2009-11-01,1662.0,5812.0,9971.0,3796.0,6242.0,2690.0,2618.0,2061.0,4194.0,5776.0,2729.0,2048.0,3155.0,2907.0,3151.0
2009-12-01,1901.0,6119.0,10718.0,3833.0,6486.0,2742.0,2643.0,2112.0,4354.0,5806.0,2765.0,2103.0,3157.0,2950.0,3221.0
2010-01-01,1890.0,5796.0,10344.0,3968.0,6654.0,2729.0,2737.0,2139.0,4372.0,6059.0,2829.0,2132.0,3197.0,3022.0,3296.0
2010-02-01,1941.0,6361.0,11767.0,4090.0,6647.0,2770.0,2806.0,2166.0,4508.0,6225.0,2918.0,2163.0,3289.0,3096.0,3386.0
2010-03-01,1979.0,6385.0,10985.0,4166.0,6651.0,2945.0,2880.0,2206.0,4624.0,6474.0,2945.0,2168.0,3319.0,3135.0,3447.0
2010-04-01,2000.0,6215.0,11757.0,4274.0,6840.0,2895.0,2903.0,2261.0,4708.0,6737.0,2961.0,2193.0,3370.0,3186.0,3500.0
2010-05-01,2053.0,7505.0,11857.0,4395.0,7216.0,3005.0,2842.0,2330.0,4719.0,6208.0,3050.0,2223.0,3469.0,3247.0,3562.0
2010-06-01,2115.0,7749.0,11592.0,4494.0,7419.0,3093.0,3193.0,2371.0,4811.0,6499.0,3160.0,2280.0,3531.0,3347.0,3678.0
2010-07-01,2151.0,8650.0,11757.0,4594.0,7353.0,3003.0,3150.0,2528.0,4919.0,6651.0,3229.0,2336.0,3678.0,3419.0,3746.0
2010-08-01,2156.0,7004.0,12306.0,4746.0,7443.0,3192.0,3247.0,2534.0,5175.0,6807.0,3326.0,2390.0,3731.0,3497.0,3859.0
2010-09-01,2396.0,7609.0,12690.0,4818.0,7698.0,3232.0,3333.0,2549.0,5429.0,6947.0,3387.0,2438.0,3866.0,3596.0,3957.0
2010-10-01,2407.0,6792.0,12370.0,4897.0,7828.0,3216.0,3441.0,2596.0,5462.0,7706.0,3456.0,2499.0,3969.0,3675.0,4040.0
2010-11-01,2385.0,7199.0,13145.0,4995.0,8206.0,3342.0,3500.0,2651.0,5687.0,7106.0,3531.0,2542.0,4030.0,3768.0,4129.0
2010-12-01,2423.0,8270.0,13400.0,5051.0,8314.0,3510.0,3616.0,2674.0,5647.0,7389.0,3577.0,2611.0,4102.0,3864.0,4211.0
2011-01-01,2447.0,8707.0,14043.0,5403.0,9503.0,3708.0,3719.0,2747.0,5902.0,7275.0,3686.0,2671.0,4202.0,3941.0,4391.0
2011-02-01,2482.0,8170.0,13673.0,5287.0,9358.0,3727.0,3766.0,2773.0,5920.0,7390.0,3747.0,2746.0,4265.0,4010.0,4384.0
2011-03-01,2548.0,7907.0,15245.0,5537.0,8646.0,3797.0,3929.0,2988.0,6145.0,8046.0,3881.0,2929.0,4425.0,4141.0,4567.0
2011-04-01,2613.0,8152.0,15136.0,5557.0,9032.0,3718.0,3915.0,2912.0,6235.0,8072.0,3920.0,2932.0,4443.0,4182.0,4584.0
2011-05-01,2691.0,8173.0,18255.0,5737.0,9772.0,4512.0,3867.0,2970.0,6747.0,8491.0,3982.0,2986.0,4605.0,4302.0,4821.0
2011-06-01,2738.0,9517.0,16051.0,5889.0,9732.0,4044.0,4204.0,3003.0,6646.0,8802.0,4088.0,3049.0,4734.0,4417.0,4864.0
2011-07-01,2832.0,8857.0,15917.0,6014.0,9990.0,4203.0,4295.0,3104.0,6641.0,8582.0,4233.0,3116.0,4631.0,4465.0,4959.0
2011-08-01,2862.0,9454.0,17397.0,6135.0,10163.0,4130.0,4381.0,3223.0,6859.0,8798.0,4300.0,3153.0,5028.0,4625.0,5087.0
2011-09-01,2934.0,9504.0,16418.0,6272.0,10402.0,4498.0,4560.0,3287.0,6958.0,9087.0,4428.0,3196.0,5100.0,4735.0,5214.0
2011-10-01,2886.0,9079.0,17639.0,6366.0,10709.0,4575.0,4697.0,3348.0,7145.0,9136.0,4529.0,3249.0,5145.0,4849.0,5328.0
2011-11-01,3394.0,9523.0,17579.0,6471.0,10887.0,4571.0,4734.0,3428.0,7195.0,9302.0,4618.0,3318.0,5247.0,4963.0,5425.0
2011-12-01,3207.0,9808.0,17089.0,6632.0,11227.0,4563.0,4921.0,3449.0,7418.0,9497.0,4755.0,3364.0,5452.0,5133.0,5561.0
2012-01-01,3221.0,9488.0,18339.0,7023.0,11291.0,4895.0,5013.0,3548.0,7488.0,9529.0,4845.0,3412.0,5596.0,5209.0,5734.0
2012-02-01,3189.0,9432.0,17529.0,6871.0,11263.0,4997.0,4940.0,3546.0,7715.0,9408.0,4847.0,3318.0,5538.0,5196.0,5649.0
2012-03-01,3392.0,10154.0,18353.0,7159.0,11017.0,5052.0,5213.0,3736.0,7798.0,9990.0,5029.0,3578.0,5816.0,5439.0,5906.0
2012-04-01,3443.0,9806.0,18455.0,7163.0,12123.0,5093.0,5365.0,3862.0,8098.0,10147.0,5159.0,3708.0,6193.0,5629.0,6037.0
2012-05-01,3499.0,9512.0,18756.0,7378.0,12889.0,4872.0,5460.0,3947.0,8186.0,11829.0,5254.0,3709.0,6069.0,5758.0,6182.0
2012-06-01,3591.0,9976.0,19301.0,7636.0,12235.0,5299.0,5588.0,4068.0,8311.0,10716.0,5410.0,3734.0,6163.0,5774.0,6310.0
2012-07-01,3671.0,10718.0,19484.0,7703.0,12450.0,6217.0,5675.0,4057.0,8684.0,11275.0,5458.0,3917.0,6332.0,6046.0,6499.0
2012-08-01,3723.0,11957.0,19543.0,7909.0,12766.0,5645.0,5836.0,4126.0,8638.0,11291.0,5624.0,3908.0,6449.0,6130.0,6580.0
2012-09-01,3774.0,12332.0,20547.0,8040.0,13014.0,5674.0,5901.0,4214.0,8736.0,11368.0,5707.0,3939.0,6537.0,6184.0,6677.0
2012-10-01,3771.0,11228.0,21044.0,8236.0,13356.0,5769.0,6011.0,4362.0,8970.0,11629.0,5829.0,4015.0,6666.0,6308.0,6821.0
2012-11-01,4002.0,11763.0,22097.0,8388.0,13691.0,6012.0,6282.0,4429.0,9329.0,11576.0,6025.0,4109.0,6759.0,6449.0,7021.0
2012-12-01,4075.0,11497.0,21880.0,8567.0,14040.0,6075.0,6422.0,4481.0,9460.0,12108.0,6096.0,4149.0,6948.0,6608.0,7168.0
2013-01-01,4171.0,11521.0,22253.0,8810.0,14247.0,6122.0,6519.0,4619.0,9737.0,11992.0,6237.0,4251.0,7147.0,6726.0,7311.0
2013-02-01,4245.0,12926.0,23253.0,8940.0,14997.0,6317.0,6657.0,4734.0,9771.0,12671.0,6422.0,4234.0,7316.0,6888.0,7461.0
2013-03-01,4253.0,11895.0,22761.0,9055.0,17834.0,6454.0,6750.0,4774.0,9790.0,13103.0,6425.0,4355.0,7384.0,7006.0,7572.0
2013-04-01,4356.0,13212.0,23670.0,9194.0,15701.0,6519.0,6698.0,4872.0,10257.0,12337.0,6539.0,4361.0,7636.0,7155.0,7619.0
2013-05-01,4484.0,12408.0,24332.0,9460.0,15847.0,6370.0,6987.0,5013.0,10641.0,14678.0,6744.0,4511.0,7629.0,7276.0,7914.0
2013-06-01,4630.0,14125.0,24206.0,9607.0,16427.0,6826.0,7122.0,5055.0,10805.0,13572.0,6853.0,4611.0,7815.0,7432.0,8046.0
2013-07-01,4647.0,15138.0,26218.0,9864.0,16430.0,6989.0,7147.0,5170.0,11037.0,13720.0,6856.0,4708.0,7809.0,7541.0,8166.0
2013-08-01,4726.0,14460.0,24442.0,9952.0,16856.0,6878.0,7411.0,5139.0,10987.0,14118.0,6984.0,4772.0,8089.0,7702.0,8277.0
2013-09-01,4786.0,15062.0,25323.0,10175.0,17190.0,6884.0,7460.0,5341.0,11182.0,14329.0,7195.0,4914.0,8257.0,7908.0,8459.0
2013-10-01,4885.0,17023.0,25834.0,10327.0,17351.0,6970.0,7590.0,5448.0,11379.0,14494.0,7266.0,5022.0,8428.0,8070.0,8580.0
2013-11-01,4975.0,17628.0,26497.0,10611.0,17733.0,7083.0,7863.0,5500.0,11700.0,15150.0,7425.0,5106.0,8538.0,8239.0,8816.0
2013-12-01,4993.0,16778.0,27117.0,10873.0,18113.0,7219.0,8056.0,5570.0,11885.0,15277.0,7711.0,5246.0,8874.0,8446.0,9026.0
2014-01-01,5197.0,16537.0,28478.0,11003.0,18682.0,7287.0,8245.0,5658.0,12030.0,15284.0,7881.0,5366.0,9071.0,8555.0,9201.0
2014-02-01,5349.0,17071.0,28055.0,11218.0,19182.0,7395.0,8526.0,5671.0,12564.0,16390.0,8120.0,5570.0,9253.0,8940.0,9456.0
2014-03-01,5486.0,19264.0,31754.0,11474.0,19444.0,7717.0,8739.0,5964.0,12990.0,16392.0,8405.0,5673.0,9490.0,9228.0,9771.0
2014-04-01,5584.0,19028.0,29169.0,12075.0,19939.0,7961.0,9352.0,5967.0,13075.0,20568.0,8815.0,5824.0,9709.0,9467.0,10161.0
2014-05-01,5659.0,19705.0,32898.0,12239.0,20323.0,8191.0,9204.0,6130.0,13336.0,17077.0,8814.0,5982.0,9960.0,9616.0,10257.0
2014-06-01,5756.0,21207.0,32827.0,12458.0,20814.0,8274.0,9428.0,6106.0,13695.0,17614.0,8929.0,6124.0,10316.0,9849.0,10471.0
2014-07-01,5892.0,19718.0,33399.0,12722.0,22421.0,8481.0,9919.0,6415.0,14391.0,18296.0,9358.0,6149.0,10672.0,10260.0,10789.0
2014-08-01,6028.0,20534.0,34827.0,13017.0,22767.0,8709.0,9825.0,6739.0,14674.0,18472.0,9515.0,6587.0,10868.0,10371.0,11043.0
2014-09-01,5969.0,22216.0,36598.0,13366.0,23218.0,8801.0,10271.0,6777.0,15107.0,19308.0,9763.0,6594.0,10890.0,10631.0,11360.0
2014-10-01,6348.0,23266.0,37274.0,13752.0,24078.0,8977.0,10515.0,6901.0,15454.0,19859.0,10150.0,6750.0,11741.0,10865.0,11664.0
2014-11-01,6610.0,26144.0,35685.0,13968.0,24985.0,8983.0,11088.0,7208.0,15509.0,20124.0,10368.0,6884.0,11789.0,11184.0,11924.0
2014-12-01,6681.0,22702.0,39298.0,14420.0,25202.0,9364.0,10780.0,7350.0,15868.0,20405.0,10471.0,7041.0,11843.0,11336.0,12109.0
2015-01-01,6823.0,23715.0,41347.0,14516.0,25859.0,9253.0,10994.0,7525.0,16208.0,22355.0,10645.0,7324.0,12046.0,11640.0,12401.0
2015-02-01,7026.0,24144.0,42485.0,15160.0,26314.0,9667.0,11251.0,7657.0,16576.0,21109.0,10814.0,7559.0,12519.0,11927.0,12704.0
2015-03-01,7138.0,24955.0,42111.0,15236.0,26448.0,9489.0,11412.0,7702.0,16771.0,22383.0,11001.0,7818.0,12750.0,12084.0,12884.0
2015-04-01,7344.0,24503.0,43211.0,15493.0,27278.0,9368.0,11131.0,7881.0,17192.0,20543.0,11104.0,8086.0,12668.0,12305.0,12866.0
2015-05-01,7632.0,25378.0,41500.0,15603.0,27738.0,9790.0,12298.0,8061.0,17319.0,20511.0,11554.0,8158.0,13426.0,12752.0,13352.0
2015-06-01,7759.0,24055.0,44198.0,16395.0,28788.0,10723.0,12409.0,8262.0,17685.0,30897.0,11860.0,8404.0,13429.0,13007.0,14027.0
2015-07-01,7926.0,25954.0,43356.0,16936.0,29642.0,10198.0,12814.0,8500.0,19245.0,24691.0,12236.0,8503.0,13901.0,13380.0,14195.0
2015-08-01,7891.0,26399.0,44807.0,17098.0,30832.0,10645.0,12792.0,8839.0,19419.0,25275.0,12245.0,9026.0,14659.0,13911.0,14511.0
2015-09-01,8027.0,26772.0,44855.0,17593.0,31417.0,11051.0,13474.0,9138.0,19927.0,25801.0,12812.0,9058.0,14642.0,14078.0,14955.0
2015-10-01,8076.0,28441.0,44720.0,17725.0,31445.0,11116.0,12996.0,9199.0,20268.0,26057.0,12743.0,9197.0,14814.0,14286.0,14928.0
2015-11-01,8700.0,30631.0,44617.0,18077.0,32122.0,11385.0,13606.0,9380.0,20514.0,27188.0,12990.0,9389.0,15455.0,14671.0,15373.0
2015-12-01,8673.0,29230.0,47420.0,18658.0,32684.0,11552.0,14041.0,9677.0,21026.0,27454.0,13670.0,9654.0,15701.0,15158.0,15787.0
2016-01-01,8831.0,31486.0,46549.0,18695.0,35558.0,11770.0,14169.0,9615.0,21232.0,28521.0,13689.0,9777.0,15851.0,15362.0,16009.0
2016-02-01,8916.0,31401.0,49253.0,19490.0,32761.0,11764.0,14129.0,9487.0,22501.0,29856.0,13716.0,9562.0,16039.0,15359.0,16180.0
2016-03-01,9284.0,31032.0,49480.0,20169.0,35700.0,12039.0,15100.0,10058.0,22289.0,26663.0,14661.0,10844.0,16769.0,16213.0,16892.0
2016-04-01,9593.0,34572.0,50276.0,20682.0,36537.0,12791.0,15923.0,10248.0,22704.0,33080.0,15000.0,10731.0,17423.0,16607.0,17522.0
2016-05-01,9885.0,37683.0,48180.0,21162.0,37853.0,13058.0,16208.0,10371.0,23214.0,36240.0,15562.0,11000.0,17878.0,17055.0,18003.0
2016-06-01,10133.0,39975.0,52170.0,21537.0,38255.0,13513.0,16363.0,11039.0,23845.0,33180.0,15962.0,11323.0,18709.0,17558.0,18341.0
2016-07-01,10473.0,44364.0,59968.0,22235.0,37397.0,13516.0,16382.0,11316.0,24453.0,33249.0,16234.0,11634.0,19828.0,18237.0,18778.0
2016-08-01,11562.0,46353.0,58557.0,22895.0,39612.0,13829.0,16960.0,11448.0,25062.0,34143.0,16667.0,11919.0,19450.0,18536.0,19298.0
2016-09-01,11244.0,41541.0,56798.0,23077.0,43541.0,13822.0,17014.0,11472.0,25947.0,35498.0,16890.0,12063.0,19655.0,19128.0,19562.0
2016-10-01,11621.0,43870.0,58606.0,23751.0,42999.0,14666.0,17969.0,11747.0,26649.0,36732.0,17469.0,12323.0,20292.0,19713.0,20188.0
2016-11-01,11492.0,42019.0,58439.0,24354.0,43138.0,14949.0,18297.0,11750.0,27504.0,37171.0,17971.0,12519.0,20864.0,19937.0,20633.0
2016-12-01,12041.0,45790.0,60228.0,24879.0,45065.0,15274.0,18722.0,12225.0,29085.0,39274.0,18387.0,12705.0,22214.0,20710.0,21248.0
2017-01-01,12258.0,47831.0,59901.0,25884.0,48276.0,16166.0,19503.0,12509.0,29311.0,38241.0,19090.0,12980.0,21998.0,21562.0,21879.0
2017-02-01,12375.0,49259.0,62014.0,26047.0,46632.0,16319.0,19560.0,12904.0,29707.0,44790.0,19512.0,13111.0,22179.0,21745.0,22216.0
2017-03-01,12571.0,44292.0,64617.0,26714.0,47642.0,16607.0,20221.0,13147.0,29881.0,39184.0,19769.0,13076.0,22740.0,22253.0,22537.0
2017-04-01,12917.0,41082.0,62728.0,26920.0,47700.0,16162.0,20391.0,13626.0,30307.0,40262.0,20299.0,13465.0,23169.0,22620.0,22766.0
2017-05-01,13148.0,49639.0,61807.0,26975.0,49311.0,17385.0,20507.0,13682.0,30931.0,40433.0,20334.0,13926.0,23449.0,23050.0,23075.0
2017-06-01,13399.0,55210.0,71398.0,28424.0,50665.0,17627.0,21097.0,14066.0,31722.0,41694.0,20830.0,14163.0,23982.0,23610.0,23872.0
2017-07-01,13725.0,53457.0,70214.0,28942.0,50055.0,18407.0,22078.0,14164.0,31994.0,43331.0,21404.0,15711.0,24866.0,24126.0,24472.0
2017-08-01,13895.0,53653.0,67718.0,29144.0,51095.0,18572.0,22675.0,14203.0,33062.0,44951.0,22022.0,15027.0,24822.0,24735.0,24868.0
2017-09-01,13595.0,55223.0,69560.0,29622.0,52796.0,18753.0,22905.0,14403.0,33285.0,44230.0,22365.0,15369.0,25564.0,25038.0,25254.0
2017-10-01,16360.0,53859.0,72602.0,30223.0,54023.0,19064.0,23002.0,14657.0,33652.0,46280.0,22694.0,15307.0,26623.0,25395.0,25721.0
2017-11-01,14737.0,50854.0,72696.0,30818.0,54506.0,19576.0,23157.0,14717.0,34106.0,45581.0,22974.0,15581.0,26101.0,25736.0,25980.0
2017-12-01,15072.0,61219.0,74803.0,31172.0,55684.0,19615.0,23672.0,15320.0,34682.0,46210.0,23567.0,15848.0,26698.0,26092.0,26382.0
2018-01-01,15208.0,64372.0,75706.0,31726.0,49403.0,20127.0,24166.0,15755.0,36146.0,53763.0,23942.0,16379.0,27519.0,26688.0,27046.0
2018-02-01,15663.0,65704.0,78154.0,32664.0,56898.0,20692.0,24754.0,16256.0,36384.0,48129.0,24764.0,16721.0,28293.0,27199.0,27596.0
2018-03-01,15956.0,63539.0,78276.0,32866.0,60012.0,21365.0,25155.0,16503.0,38076.0,48694.0,24866.0,16183.0,28553.0,27476.0,28089.0
2018-04-01,16167.0,66557.0,82725.0,33733.0,61238.0,21695.0,25710.0,16711.0,38740.0,49501.0,25609.0,16851.0,29078.0,28259.0,28757.0
2018-05-01,16326.0,71600.0,87463.0,34143.0,59257.0,21860.0,25821.0,17035.0,39101.0,53066.0,25933.0,17149.0,29830.0,28688.0,29180.0
2018-06-01,16849.0,74766.0,85823.0,34701.0,62576.0,22314.0,26577.0,17254.0,39512.0,52515.0,26590.0,17544.0,30287.0,29310.0,29765.0
2018-07-01,17151.0,85775.0,86886.0,35272.0,72153.0,22096.0,26731.0,17588.0,39422.0,55443.0,26692.0,17863.0,30308.0,29335.0,30059.0
2018-08-01,17422.0,92974.0,88944.0,36415.0,66714.0,23630.0,27849.0,17896.0,41000.0,56489.0,28320.0,18405.0,32117.0,30483.0,31293.0
2018-09-01,19816.0,115851.0,93759.0,37443.0,65752.0,24431.0,28611.0,18400.0,41785.0,59728.0,29064.0,18981.0,32854.0,31189.0,32347.0
2018-10-01,18755.0,105220.0,94537.0,38594.0,69450.0,25050.0,29982.0,18890.0,43145.0,61111.0,30076.0,20483.0,33787.0,32383.0,33310.0
2018-11-01,19236.0,100051.0,101613.0,40054.0,71823.0,26046.0,31657.0,20202.0,45166.0,66931.0,31643.0,21031.0,35252.0,34141.0,35064.0
2018-12-01,19545.0,85421.0,100664.0,40581.0,72258.0,27163.0,31443.0,20017.0,45894.0,64352.0,31933.0,21824.0,35125.0,34535.0,35357.0
